id,category,severity,urgency,expected_action,english,hindi,odia,sambalpuri,santali,kui,desia,english_keywords,hindi_keywords,odia_keywords,sambalpuri_keywords,santali_keywords,kui_keywords,desia_keywords,notes
ILRC_044,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need help because I am not safe here I need help.,मुझे मदद चाहिए क्योंकि मैं यहाँ सुरक्षित नहीं हूँ।। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ।। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,Mote sahajya darkar kanje Mu eithi safe nai nuhe mote sahajya darkar.,Masing darkar kanje Ing nonde surakshit banukana banchaoing pe.,Aanki saaha lohe kanje Aanu eehe safe surakshita ahe aanki sahaya kidu.,Muke sahajya darkar kanje Mui eithi surakshit nai achhe muke sahajya kora.,not safe,surakshit nahi,ସୁରକ୍ଷିତ ନୁହେଁ,safe nai,bang surakshit,surakshita ahe,"surakshit nai, mui eithi","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_045,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Please understand, I am not safe here This is urgent.","कृपया समझिए, मैं यहाँ सुरक्षित नहीं हूँ।। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ।। ଏହା ଜରୁରୀ।","Bujha mor katha, Mu eithi safe nai nuhe eha jaruri aichhe.","Bujhau me, Ing nonde surakshit banukana aadi jaruri kana.","Bujha aani katha, Aanu eehe safe surakshita ahe eehe jaruri manji.","Mor katha bujha, Mui eithi surakshit nai achhe eita jaruri ache.",not safe,surakshit nahi,ସୁରକ୍ଷିତ ନୁହେଁ,safe nai,bang surakshit,surakshita ahe,"surakshit nai, mui eithi","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_046,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am scared: I am not safe here Please stay with me.,मैं डरा/डरी हूँ: मैं यहाँ सुरक्षित नहीं हूँ।। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ।। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,Mor darr laguchhe: Mu eithi safe nai nuhe mor sanghe thia hua.,Botor aikawkana: Ing nonde surakshit banukana ing sang te tahenpe.,Aanki biiti manji: Aanu eehe safe surakshita ahe aani sanghe thia aatu.,Muke darr laguche: Mui eithi surakshit nai achhe mor sanghe thia hua.,not safe,surakshit nahi,ସୁରକ୍ଷିତ ନୁହେଁ,safe nai,bang surakshit,surakshita ahe,"surakshit nai, mui eithi","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_047,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,This is urgent: I am not safe here I cannot handle this alone.,यह जरूरी है: मैं यहाँ सुरक्षित नहीं हूँ।। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ।। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,Jaruri aichhe: Mu eithi safe nai nuhe mu eka sambhali nai pare.,Jaruri kana: Ing nonde surakshit banukana ing eskar bang sambhrao dadeakana.,Jaruri manji: Aanu eehe safe surakshita ahe aanu roote nai pare.,Jaruri ache: Mui eithi surakshit nai achhe mui eka sambhali nai pare.,not safe,surakshit nahi,ସୁରକ୍ଷିତ ନୁହେଁ,safe nai,bang surakshit,surakshita ahe,"surakshit nai, mui eithi","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_048,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please act now: I am not safe here Please do not ignore me.,कृपया अभी कार्रवाई करें: मैं यहाँ सुरक्षित नहीं हूँ।। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ।। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,Ebe turant katha suna: Mu eithi safe nai nuhe mote anadekha nai kara.,Nita ge kami pe: Ing nonde surakshit banukana aalo pe bageana.,Eebe turat vasa: Aanu eehe safe surakshita ahe aanki bagedu aatu.,Ebe turant katha suna: Mui eithi surakshit nai achhe muke anadekha nai kora.,not safe,surakshit nahi,ସୁରକ୍ଷିତ ନୁହେଁ,safe nai,bang surakshit,surakshita ahe,"surakshit nai, mui eithi","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_049,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need immediate help: I am not safe here I need someone to help.,मुझे तुरंत मदद चाहिए: मैं यहाँ सुरक्षित नहीं हूँ।। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ।। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,Turant sahajya darkar: Mu eithi safe nai nuhe kahari madat pathao.,Turat banchao darkar: Ing nonde surakshit banukana jahay hohoako pe.,Turat saaha lohe: Aanu eehe safe surakshita ahe eeheki madat poyatu.,Turant sahajya darkar: Mui eithi surakshit nai achhe karike madat pathaa.,not safe,surakshit nahi,ସୁରକ୍ଷିତ ନୁହେଁ,safe nai,bang surakshit,surakshita ahe,"surakshit nai, mui eithi","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_050,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"For my safety, I am not safe here Please take this seriously.","मेरी सुरक्षा के लिए, मैं यहाँ सुरक्षित नहीं हूँ।। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ।। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।","Mor surakshya lagi, Mu eithi safe nai nuhe eha ke gambhira hisabe nia.","Ingak suraksha lagi, Ing nonde surakshit banukana aadi jaruri kana.","Aani surakshya lagi, Aanu eehe safe surakshita ahe eeheke gambhira hisabe gihmu.","Mor surakshya lagi, Mui eithi surakshit nai achhe eita ke gambhira kori nia.",not safe,surakshit nahi,ସୁରକ୍ଷିତ ନୁହେଁ,safe nai,bang surakshit,surakshita ahe,"surakshit nai, mui eithi","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_051,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Someone is hitting me.,कोई मुझे मार रहा है।,କେହି ମୋତେ ମାରୁଛି।,Kehi mor pita karuchhe.,Jahay dalan kanako.,Eehe aanki pidisenji marisenji.,Kehi muke maruchi pituchi.,"hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_052,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please Someone is hitting me Please help.,कृपया कोई मुझे मार रहा है।। कृपया मदद करें।,ଦୟାକରି କେହି ମୋତେ ମାରୁଛି।। ଦୟାକରି ସାହାଯ୍ୟ କରନ୍ତୁ।,Daya kari Kehi mor pita karuchhe mor sahajya kara.,Daya kate Jahay dalan kanako banchaoing pe.,Daya koni Eehe aanki pidisenji marisenji aanki saaha kidu.,Daya kori Kehi muke maruchi pituchi muke sahajya kora.,"hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_053,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Right now, Someone is hitting me I am scared.","अभी, कोई मुझे मार रहा है।। मैं डरा/डरी हूँ।","ଏବେ, କେହି ମୋତେ ମାରୁଛି।। ମୁଁ ଭୟଭୀତ।","Ebe, Kehi mor pita karuchhe mor darr laguchhe.","Nita ge, Jahay dalan kanako botor ge aikawkana.","Eebe, Eehe aanki pidisenji marisenji aanki biiti manji.","Ebe, Kehi muke maruchi pituchi muke darr laguche.","hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_054,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need help because Someone is hitting me I need help.,मुझे मदद चाहिए क्योंकि कोई मुझे मार रहा है।। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ କେହି ମୋତେ ମାରୁଛି।। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,Mote sahajya darkar kanje Kehi mor pita karuchhe mote sahajya darkar.,Masing darkar kanje Jahay dalan kanako banchaoing pe.,Aanki saaha lohe kanje Eehe aanki pidisenji marisenji aanki sahaya kidu.,Muke sahajya darkar kanje Kehi muke maruchi pituchi muke sahajya kora.,"hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_055,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Please understand, Someone is hitting me This is urgent.","कृपया समझिए, कोई मुझे मार रहा है।। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, କେହି ମୋତେ ମାରୁଛି।। ଏହା ଜରୁରୀ।","Bujha mor katha, Kehi mor pita karuchhe eha jaruri aichhe.","Bujhau me, Jahay dalan kanako aadi jaruri kana.","Bujha aani katha, Eehe aanki pidisenji marisenji eehe jaruri manji.","Mor katha bujha, Kehi muke maruchi pituchi eita jaruri ache.","hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_056,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am scared: Someone is hitting me Please stay with me.,मैं डरा/डरी हूँ: कोई मुझे मार रहा है।। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: କେହି ମୋତେ ମାରୁଛି।। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,Mor darr laguchhe: Kehi mor pita karuchhe mor sanghe thia hua.,Botor aikawkana: Jahay dalan kanako ing sang te tahenpe.,Aanki biiti manji: Eehe aanki pidisenji marisenji aani sanghe thia aatu.,Muke darr laguche: Kehi muke maruchi pituchi mor sanghe thia hua.,"hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_057,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,This is urgent: Someone is hitting me I cannot handle this alone.,यह जरूरी है: कोई मुझे मार रहा है।। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: କେହି ମୋତେ ମାରୁଛି।। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,Jaruri aichhe: Kehi mor pita karuchhe mu eka sambhali nai pare.,Jaruri kana: Jahay dalan kanako ing eskar bang sambhrao dadeakana.,Jaruri manji: Eehe aanki pidisenji marisenji aanu roote nai pare.,Jaruri ache: Kehi muke maruchi pituchi mui eka sambhali nai pare.,"hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_058,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please act now: Someone is hitting me Please do not ignore me.,कृपया अभी कार्रवाई करें: कोई मुझे मार रहा है।। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: କେହି ମୋତେ ମାରୁଛି।। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,Ebe turant katha suna: Kehi mor pita karuchhe mote anadekha nai kara.,Nita ge kami pe: Jahay dalan kanako aalo pe bageana.,Eebe turat vasa: Eehe aanki pidisenji marisenji aanki bagedu aatu.,Ebe turant katha suna: Kehi muke maruchi pituchi muke anadekha nai kora.,"hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_059,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need immediate help: Someone is hitting me I need someone to help.,मुझे तुरंत मदद चाहिए: कोई मुझे मार रहा है।। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: କେହି ମୋତେ ମାରୁଛି।। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,Turant sahajya darkar: Kehi mor pita karuchhe kahari madat pathao.,Turat banchao darkar: Jahay dalan kanako jahay hohoako pe.,Turat saaha lohe: Eehe aanki pidisenji marisenji eeheki madat poyatu.,Turant sahajya darkar: Kehi muke maruchi pituchi karike madat pathaa.,"hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_060,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"For my safety, Someone is hitting me Please take this seriously.","मेरी सुरक्षा के लिए, कोई मुझे मार रहा है।। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, କେହି ମୋତେ ମାରୁଛି।। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।","Mor surakshya lagi, Kehi mor pita karuchhe eha ke gambhira hisabe nia.","Ingak suraksha lagi, Jahay dalan kanako aadi jaruri kana.","Aani surakshya lagi, Eehe aanki pidisenji marisenji eeheke gambhira hisabe gihmu.","Mor surakshya lagi, Kehi muke maruchi pituchi eita ke gambhira kori nia.","hitting, attack",maar raha,ମାରୁଛି,"mor pita, maruchhe",dalan kanako,"pidisenji, marisenji","maruchi, pituchi, muke","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_061,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am being attacked with sticks and weapons.,मुझ पर लाठी और हथियारों से हमला हो रहा है।,ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।,Mor upare lathi talwar dhariki attack karchhan.,Ing re lathi kapi hasiyara te dalan kanako.,Aani upare lathi kapi dhariki attack kidanji.,Mor upre lathi hathiyar dhori hamla koruchhan.,"attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_062,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please I am being attacked with sticks and weapons Please help.,कृपया मुझ पर लाठी और हथियारों से हमला हो रहा है।। कृपया मदद करें।,ଦୟାକରି ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।। ଦୟାକରି ସାହାଯ୍ୟ କରନ୍ତୁ।,Daya kari Mor upare lathi talwar dhariki attack karchhan mor sahajya kara.,Daya kate Ing re lathi kapi hasiyara te dalan kanako banchaoing pe.,Daya koni Aani upare lathi kapi dhariki attack kidanji aanki saaha kidu.,Daya kori Mor upre lathi hathiyar dhori hamla koruchhan muke sahajya kora.,"attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_063,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Right now, I am being attacked with sticks and weapons I am scared.","अभी, मुझ पर लाठी और हथियारों से हमला हो रहा है।। मैं डरा/डरी हूँ।","ଏବେ, ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।। ମୁଁ ଭୟଭୀତ।","Ebe, Mor upare lathi talwar dhariki attack karchhan mor darr laguchhe.","Nita ge, Ing re lathi kapi hasiyara te dalan kanako botor ge aikawkana.","Eebe, Aani upare lathi kapi dhariki attack kidanji aanki biiti manji.","Ebe, Mor upre lathi hathiyar dhori hamla koruchhan muke darr laguche.","attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_064,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need help because I am being attacked with sticks and weapons I need help.,मुझे मदद चाहिए क्योंकि मुझ पर लाठी और हथियारों से हमला हो रहा है।। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,Mote sahajya darkar kanje Mor upare lathi talwar dhariki attack karchhan mote sahajya darkar.,Masing darkar kanje Ing re lathi kapi hasiyara te dalan kanako banchaoing pe.,Aanki saaha lohe kanje Aani upare lathi kapi dhariki attack kidanji aanki sahaya kidu.,Muke sahajya darkar kanje Mor upre lathi hathiyar dhori hamla koruchhan muke sahajya kora.,"attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_065,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Please understand, I am being attacked with sticks and weapons This is urgent.","कृपया समझिए, मुझ पर लाठी और हथियारों से हमला हो रहा है।। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।। ଏହା ଜରୁରୀ।","Bujha mor katha, Mor upare lathi talwar dhariki attack karchhan eha jaruri aichhe.","Bujhau me, Ing re lathi kapi hasiyara te dalan kanako aadi jaruri kana.","Bujha aani katha, Aani upare lathi kapi dhariki attack kidanji eehe jaruri manji.","Mor katha bujha, Mor upre lathi hathiyar dhori hamla koruchhan eita jaruri ache.","attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_066,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am scared: I am being attacked with sticks and weapons Please stay with me.,मैं डरा/डरी हूँ: मुझ पर लाठी और हथियारों से हमला हो रहा है।। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,Mor darr laguchhe: Mor upare lathi talwar dhariki attack karchhan mor sanghe thia hua.,Botor aikawkana: Ing re lathi kapi hasiyara te dalan kanako ing sang te tahenpe.,Aanki biiti manji: Aani upare lathi kapi dhariki attack kidanji aani sanghe thia aatu.,Muke darr laguche: Mor upre lathi hathiyar dhori hamla koruchhan mor sanghe thia hua.,"attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_067,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,This is urgent: I am being attacked with sticks and weapons I cannot handle this alone.,यह जरूरी है: मुझ पर लाठी और हथियारों से हमला हो रहा है।। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,Jaruri aichhe: Mor upare lathi talwar dhariki attack karchhan mu eka sambhali nai pare.,Jaruri kana: Ing re lathi kapi hasiyara te dalan kanako ing eskar bang sambhrao dadeakana.,Jaruri manji: Aani upare lathi kapi dhariki attack kidanji aanu roote nai pare.,Jaruri ache: Mor upre lathi hathiyar dhori hamla koruchhan mui eka sambhali nai pare.,"attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_068,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please act now: I am being attacked with sticks and weapons Please do not ignore me.,कृपया अभी कार्रवाई करें: मुझ पर लाठी और हथियारों से हमला हो रहा है।। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,Ebe turant katha suna: Mor upare lathi talwar dhariki attack karchhan mote anadekha nai kara.,Nita ge kami pe: Ing re lathi kapi hasiyara te dalan kanako aalo pe bageana.,Eebe turat vasa: Aani upare lathi kapi dhariki attack kidanji aanki bagedu aatu.,Ebe turant katha suna: Mor upre lathi hathiyar dhori hamla koruchhan muke anadekha nai kora.,"attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_069,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need immediate help: I am being attacked with sticks and weapons I need someone to help.,मुझे तुरंत मदद चाहिए: मुझ पर लाठी और हथियारों से हमला हो रहा है।। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,Turant sahajya darkar: Mor upare lathi talwar dhariki attack karchhan kahari madat pathao.,Turat banchao darkar: Ing re lathi kapi hasiyara te dalan kanako jahay hohoako pe.,Turat saaha lohe: Aani upare lathi kapi dhariki attack kidanji eeheki madat poyatu.,Turant sahajya darkar: Mor upre lathi hathiyar dhori hamla koruchhan karike madat pathaa.,"attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_070,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"For my safety, I am being attacked with sticks and weapons Please take this seriously.","मेरी सुरक्षा के लिए, मुझ पर लाठी और हथियारों से हमला हो रहा है।। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, ମୋ ଉପରେ ଲାଠି ଓ ଅସ୍ତ୍ରଶସ୍ତ୍ରରେ ଆକ୍ରମଣ ହେଉଛି।। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।","Mor surakshya lagi, Mor upare lathi talwar dhariki attack karchhan eha ke gambhira hisabe nia.","Ingak suraksha lagi, Ing re lathi kapi hasiyara te dalan kanako aadi jaruri kana.","Aani surakshya lagi, Aani upare lathi kapi dhariki attack kidanji eeheke gambhira hisabe gihmu.","Mor surakshya lagi, Mor upre lathi hathiyar dhori hamla koruchhan eita ke gambhira kori nia.","attack, sticks, weapons","lathi, hamla","ଲାଠି, ଆକ୍ରମଣ, ଖଣ୍ଡା","lathi, talwar, attack","lathi, kapi, hasiyara, dalan","lathi, kapi, attack","lathi, hathiyar, hamla","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
